Season,DayNum,team1_TeamID,team1_GameScore,team2_TeamID,team2_GameScore,WLoc,NumOT,outcome,team1_adjd,team1_adjemn,team1_adjo,team1_adjt,team1_Ast,team1_Blk,team1_DR,team1_FG3P,team1_FGA,team1_FGA3,team1_FGM,team1_FGM3,team1_FGP,team1_FirstD1Season,team1_FTA,team1_FTM,team1_FTP,team1_L,team1_L_tourn,team1_L_tourney,team1_LastD1Season,team1_luck,team1_oppds,team1_opponent_Ast,team1_opponent_Blk,team1_opponent_DR,team1_opponent_FG3P,team1_opponent_FGA,team1_opponent_FGA3,team1_opponent_FGM,team1_opponent_FGM3,team1_opponent_FGP,team1_opponent_FTA,team1_opponent_FTM,team1_opponent_FTP,team1_opponent_OR,team1_opponent_PF,team1_opponent_Score,team1_opponent_Stl,team1_opponent_TO,team1_oppos,team1_OR,team1_PF,team1_Score,team1_Seed,team1_Stl,team1_TeamName,team1_TO,team1_W,team1_W_tourn,team1_W_tourney,team1_WP,team1_WP_5,team2_adjd,team2_adjemn,team2_adjo,team2_adjt,team2_Ast,team2_Blk,team2_DR,team2_FG3P,team2_FGA,team2_FGA3,team2_FGM,team2_FGM3,team2_FGP,team2_FirstD1Season,team2_FTA,team2_FTM,team2_FTP,team2_L,team2_L_tourn,team2_L_tourney,team2_LastD1Season,team2_luck,team2_oppds,team2_opponent_Ast,team2_opponent_Blk,team2_opponent_DR,team2_opponent_FG3P,team2_opponent_FGA,team2_opponent_FGA3,team2_opponent_FGM,team2_opponent_FGM3,team2_opponent_FGP,team2_opponent_FTA,team2_opponent_FTM,team2_opponent_FTP,team2_opponent_OR,team2_opponent_PF,team2_opponent_Score,team2_opponent_Stl,team2_opponent_TO,team2_oppos,team2_OR,team2_PF,team2_Score,team2_Seed,team2_Stl,team2_TeamName,team2_TO,team2_W,team2_W_tourn,team2_W_tourney,team2_WP,team2_WP_5,team1_pct_wins_similar,team1_n_wins_similar,team2_pct_wins_similar,team2_n_wins_similar,team1_win_rate_dif,team2_win_rate_dif
2011,137,1400,85,1324,81,N,0,W,89.6,0.6,115.5,65.5,13.470588235294118,4.911764705882354,26.705882352941174,0.3766990291262136,58.32352941176471,15.147058823529413,26.470588235294123,5.705882352941178,0.453857791225416,1985,25.205882352941174,16.264705882352942,0.6452742123687282,7,,5.0,2020,-0.057999999999999996,99.9,9.205882352941176,2.9411764705882355,22.294117647058826,0.28994082840236685,58.235294117647065,14.911764705882351,22.323529411764707,4.323529411764706,0.38333333333333336,18.08823529411765,12.411764705882351,0.6861788617886179,11.617647058823529,20.91176470588235,61.38235294117647,5.176470588235294,13.0,107.5,13.794117647058822,17.205882352941178,74.91176470588233,4,5.8235294117647065,Texas,11.823529411764708,27,,8.0,0.7941176470588235,0.6,105.3,14.82,118.6,71.1,16.09090909090909,5.454545454545454,26.303030303030305,0.3771428571428572,60.39393939393939,21.21212121212121,29.87878787878788,8.0,0.4947315604616157,2000,24.15151515151515,17.333333333333332,0.7176913425345043,9,6.0,,2020,0.021,104.0,13.636363636363635,2.515151515151515,21.78787878787879,0.3607907742998353,63.18181818181818,18.393939393939394,27.90909090909091,6.636363636363638,0.44172661870503604,19.484848484848484,14.090909090909092,0.7231726283048212,12.181818181818182,20.75757575757576,76.54545454545455,6.757575757575758,12.0,106.0,12.454545454545455,18.60606060606061,85.0909090909091,13,6.151515151515151,Oakland,13.666666666666664,24,1.0,,0.7272727272727273,1.0,0.7272727272727273,8,0.5,5,-0.06684491978609619,-0.2272727272727273
2011,137,1112,77,1272,75,N,0,W,97.8,-0.36,117.4,65.3,14.088235294117649,2.647058823529412,24.176470588235286,0.3994082840236686,54.0,19.88235294117647,25.411764705882355,7.9411764705882355,0.4705882352941176,1985,23.794117647058826,17.764705882352942,0.7466007416563659,7,,6.0,2020,0.064,100.0,13.147058823529413,3.2058823529411766,20.823529411764707,0.28835489833641403,55.735294117647065,15.911764705882351,24.705882352941174,4.588235294117646,0.4432717678100264,20.235294117647054,13.470588235294118,0.6656976744186047,9.852941176470589,19.91176470588235,67.47058823529412,5.970588235294117,12.676470588235292,107.7,10.411764705882351,18.61764705882353,76.52941176470588,5,5.029411764705882,Arizona,12.852941176470587,27,,5.0,0.7941176470588235,0.8,97.6,-4.74,104.5,67.6,14.588235294117649,5.352941176470588,23.588235294117645,0.3269230769230769,56.5,18.352941176470583,25.44117647058824,6.0,0.4502863092139511,1985,22.294117647058826,15.147058823529413,0.6794195250659629,9,3.0,,2020,0.11699999999999999,102.7,12.911764705882351,4.117647058823529,22.088235294117645,0.3316749585406302,57.0,17.735294117647058,23.676470588235286,5.882352941176472,0.4153766769865841,21.970588235294123,14.852941176470587,0.6760374832663989,12.852941176470587,19.11764705882353,68.08823529411765,7.382352941176472,14.852941176470587,104.8,12.088235294117649,20.235294117647054,72.02941176470588,12,8.529411764705884,Memphis,15.294117647058822,25,3.0,,0.7352941176470589,0.8,0.6923076923076923,9,0.5833333333333334,7,-0.1018099547511312,-0.1519607843137255
2011,145,1163,65,1112,63,N,0,W,91.9,-0.77,115.8,64.5,13.114285714285714,5.628571428571429,25.142857142857146,0.3317073170731707,60.05714285714286,17.571428571428573,26.0,5.828571428571428,0.4329210275927688,1985,20.62857142857143,15.571428571428573,0.7548476454293628,9,,9.0,2020,0.048,97.4,12.514285714285714,3.8,22.142857142857146,0.33484848484848484,60.6,18.857142857142858,24.314285714285717,6.314285714285713,0.4012258368694012,16.6,11.428571428571427,0.6884681583476764,13.342857142857143,18.8,66.37142857142857,6.171428571428572,12.142857142857142,110.1,14.428571428571427,16.02857142857143,73.4,3,6.628571428571429,Connecticut,11.742857142857142,26,,12.0,0.7428571428571429,1.0,97.8,-0.36,117.4,65.3,14.088235294117649,2.647058823529412,24.176470588235286,0.3994082840236686,54.0,19.88235294117647,25.411764705882355,7.9411764705882355,0.4705882352941176,1985,23.794117647058826,17.764705882352942,0.7466007416563659,7,6.0,,2020,0.064,100.0,13.147058823529413,3.2058823529411766,20.823529411764707,0.28835489833641403,55.735294117647065,15.911764705882351,24.705882352941174,4.588235294117646,0.4432717678100264,20.235294117647054,13.470588235294118,0.6656976744186047,9.852941176470589,19.91176470588235,67.47058823529412,5.970588235294117,12.676470588235292,107.7,10.411764705882351,18.61764705882353,76.52941176470588,5,5.029411764705882,Arizona,12.852941176470587,27,5.0,,0.7941176470588235,0.8,0.6666666666666666,8,0.5833333333333334,7,-0.07619047619047625,-0.2107843137254901
2010,136,1124,68,1358,59,N,0,W,94.3,-2.79,119.2,64.5,13.64516129032258,6.935483870967742,26.451612903225808,0.38584070796460174,56.161290322580655,18.225806451612907,27.161290322580644,7.03225806451613,0.4836300976450316,1985,20.93548387096774,15.35483870967742,0.7334360554699538,7,,5.0,2020,-0.021,97.7,12.838709677419354,2.4838709677419355,19.61290322580645,0.3381642512077295,59.032258064516135,20.032258064516128,22.967741935483872,6.774193548387097,0.3890710382513661,20.483870967741932,13.838709677419354,0.6755905511811023,13.0,18.70967741935484,66.54838709677419,6.096774193548387,12.096774193548386,108.3,12.193548387096774,18.06451612903226,76.70967741935483,3,6.387096774193548,Baylor,14.0,24,,8.0,0.7741935483870968,0.8,102.7,4.67,110.2,69.3,19.642857142857142,2.25,24.392857142857146,0.38496932515337423,58.464285714285715,23.285714285714285,27.285714285714285,8.964285714285714,0.466707391569945,1987,23.07142857142857,16.357142857142858,0.7089783281733746,7,1.0,,2020,0.052000000000000005,104.6,16.892857142857142,3.1785714285714284,22.92857142857143,0.3358925143953935,55.85714285714285,18.607142857142858,24.964285714285715,6.25,0.44693094629156016,23.285714285714285,16.142857142857142,0.6932515337423313,10.678571428571429,21.285714285714285,72.32142857142857,6.357142857142858,15.0,101.3,12.035714285714285,20.571428571428573,79.89285714285714,14,7.5357142857142865,Sam Houston St,13.428571428571427,21,0.0,,0.75,0.8,0.6153846153846154,8,0.7272727272727273,8,-0.15880893300248133,-0.022727272727272707
2012,138,1266,62,1293,53,N,0,W,91.3,-0.95,111.5,70.0,16.84375,3.5,24.0,0.337037037037037,57.71875,16.875,26.5,5.6875,0.4591229020032485,1985,23.9375,17.25,0.720626631853786,7,,6.0,2020,0.042,98.3,13.90625,4.09375,22.5,0.3212520593080725,58.78125,18.96875,23.875,6.09375,0.406166932482722,18.28125,12.375,0.676923076923077,13.625,20.15625,66.21875,7.21875,16.65625,106.6,11.8125,17.875,75.9375,3,8.8125,Marquette,13.25,25,,9.0,0.78125,0.6,93.2,3.63,108.5,65.0,12.535714285714285,4.285714285714286,22.607142857142854,0.4070450097847359,51.82142857142857,18.25,24.642857142857146,7.428571428571429,0.4755341144038594,1985,24.035714285714285,17.5,0.7280832095096583,1,0.0,,2020,0.031,105.2,10.5,2.7142857142857144,20.0,0.2951219512195122,54.0,14.642857142857142,22.714285714285715,4.321428571428571,0.42063492063492064,18.964285714285715,12.607142857142858,0.6647834274952918,12.071428571428573,20.464285714285715,62.35714285714285,6.4642857142857135,16.035714285714285,102.9,10.642857142857142,18.214285714285715,74.21428571428571,6,8.035714285714286,Murray St,13.964285714285715,27,4.0,,0.9642857142857144,1.0,0.6363636363636364,7,0.9230769230769231,12,-0.14488636363636365,-0.041208791208791284
2014,135,1397,78,1234,65,N,1,W,94.2,1.46,117.9,61.6,12.09375,4.71875,25.03125,0.3296296296296296,55.15625,16.875,24.40625,5.5625,0.4424929178470255,1985,22.78125,16.125,0.7078189300411523,12,,7.0,2020,-0.099,100.8,9.8125,3.84375,20.84375,0.3404710920770878,53.5,14.59375,22.0625,4.96875,0.4123831775700935,17.6875,12.28125,0.6943462897526502,9.53125,19.71875,61.375,5.40625,10.84375,108.9,13.71875,17.1875,70.5,11,5.1875,Tennessee,10.875,20,,2.0,0.625,0.8,99.8,-6.19,120.2,68.6,16.1875,5.0625,26.9375,0.3528301886792453,60.1875,16.5625,27.96875,5.84375,0.464693665628245,1985,27.59375,20.21875,0.7327293318233296,12,8.0,,2020,-0.11599999999999999,100.2,12.8125,3.46875,22.28125,0.3195435092724679,58.875,21.90625,24.375,7.0,0.4140127388535032,20.5,14.34375,0.6996951219512195,10.96875,21.96875,70.09375,6.46875,13.46875,108.6,13.71875,17.96875,82.0,11,7.25,Iowa,11.375,20,4.0,,0.625,0.2,0.75,9,0.3076923076923077,4,0.125,-0.3173076923076923
2005,138,1452,111,1448,105,N,2,W,99.1,-7.33,114.1,63.6,16.193548387096776,3.741935483870968,20.774193548387093,0.3484276729559749,55.354838709677416,25.64516129032258,24.483870967741932,8.935483870967742,0.4423076923076924,1985,16.677419354838708,12.32258064516129,0.7388781431334623,10,,6.0,2020,0.08199999999999999,99.5,13.419354838709678,2.9032258064516134,23.258064516129032,0.36015325670498083,53.225806451612904,16.838709677419356,23.806451612903228,6.064516129032258,0.4472727272727272,16.35483870967742,12.032258064516132,0.7357001972386588,10.967741935483868,16.677419354838708,65.70967741935483,6.225806451612903,14.967741935483868,108.6,9.903225806451612,14.64516129032258,70.2258064516129,7,8.161290322580646,West Virginia,11.387096774193546,21,,7.0,0.6774193548387096,0.6,99.5,4.87,124.3,68.9,15.870967741935484,3.645161290322581,25.677419354838708,0.4048442906574395,59.25806451612904,18.645161290322577,29.193548387096772,7.548387096774193,0.49265106151333704,1985,27.387096774193548,18.774193548387093,0.6855123674911661,5,4.0,,2020,0.046,97.5,13.741935483870966,3.645161290322581,20.677419354838708,0.37306501547987614,60.451612903225815,20.83870967741936,26.193548387096772,7.774193548387097,0.43329775880469584,19.322580645161292,13.258064516129034,0.686143572621035,11.93548387096774,23.032258064516128,73.4193548387097,7.645161290322582,14.67741935483871,108.4,13.967741935483868,19.29032258064516,84.70967741935483,2,8.612903225806452,Wake Forest,14.548387096774194,26,10.0,,0.8387096774193549,0.8,0.6666666666666666,10,0.6666666666666666,4,-0.010752688172043001,-0.17204301075268824
2019,139,1403,78,1138,58,N,0,W,84.1,-5.39,114.1,66.6,14.03125,4.90625,25.4375,0.3676703645007924,55.46875,19.71875,26.15625,7.25,0.4715492957746479,1985,18.59375,13.53125,0.7277310924369748,6,,5.0,2020,0.004,98.7,9.53125,2.46875,22.0,0.3011869436201781,53.09375,21.0625,19.5625,6.34375,0.368452030606239,19.96875,13.8125,0.6917057902973396,10.125,19.03125,59.28125,6.4375,15.65625,109.8,8.84375,17.78125,73.09375,3,7.375,Texas Tech,12.375,26,,7.0,0.8125,0.8,95.4,1.15,115.2,73.6,16.636363636363637,4.090909090909091,28.51515151515152,0.3357817418677859,65.75757575757575,28.87878787878788,30.272727272727273,9.696969696969695,0.4603686635944701,1992,21.181818181818183,14.575757575757574,0.6881258941344778,3,1.0,,2020,0.055999999999999994,102.4,10.242424242424242,3.121212121212121,27.09090909090909,0.29711141678129305,61.0,22.03030303030303,25.54545454545455,6.545454545454546,0.4187779433681073,19.21212121212121,13.363636363636365,0.6955835962145109,10.454545454545457,19.63636363636364,71.0,5.0606060606060606,15.333333333333336,105.5,12.575757575757574,18.33333333333333,84.81818181818181,6,7.242424242424242,Buffalo,11.727272727272727,30,1.0,,0.9090909090909092,1.0,0.75,9,0.0,0,-0.0625,-0.9090909090909092
2019,137,1328,95,1279,72,N,0,W,94.1,7.44,111.1,68.6,12.6875,3.09375,28.375,0.34248788368336025,58.25,19.34375,25.9375,6.625,0.4452789699570816,1985,18.3125,12.65625,0.6911262798634812,13,,10.0,2020,0.023,97.1,12.4375,3.65625,26.0,0.3333333333333333,61.8125,25.3125,24.875,8.4375,0.4024266936299292,14.875,10.03125,0.6743697478991597,11.09375,17.21875,68.21875,6.8125,12.25,110.3,9.21875,15.75,71.15625,9,5.9375,Oklahoma,12.1875,19,,3.0,0.59375,0.4,99.2,-1.11,113.2,68.5,14.34375,3.625,24.46875,0.3580246913580247,57.625,22.78125,26.46875,8.15625,0.4593275488069414,1985,18.28125,14.3125,0.7829059829059829,12,7.0,,2020,-0.006999999999999999,100.4,13.875,3.4375,22.53125,0.3724247226624406,56.5625,19.71875,24.9375,7.34375,0.4408839779005525,18.78125,13.15625,0.7004991680532446,10.21875,17.25,70.375,6.03125,14.59375,109.1,9.84375,18.09375,75.40625,8,7.3125,Mississippi,12.65625,20,4.0,,0.625,0.2,0.5714285714285714,8,0.4166666666666667,5,-0.022321428571428603,-0.20833333333333331
2003,136,1328,71,1354,54,N,0,W,89.1,-2.32,112.1,62.7,14.166666666666664,3.7666666666666666,24.966666666666665,0.3936731107205624,56.53333333333333,18.966666666666665,25.266666666666666,7.466666666666668,0.4469339622641509,1985,18.6,13.166666666666664,0.7078853046594982,6,,6.0,2020,0.034,97.7,10.466666666666667,2.6666666666666665,22.4,0.3267813267813268,53.36666666666667,13.566666666666665,21.6,4.433333333333334,0.4047470331043098,18.633333333333333,12.533333333333333,0.6726296958855098,10.4,17.533333333333335,60.16666666666666,5.166666666666667,13.7,106.7,12.133333333333333,18.6,71.16666666666667,1,6.933333333333334,Oklahoma,11.8,24,,8.0,0.8,0.8,105.0,-0.55,96.4,71.7,10.266666666666667,2.9,24.266666666666666,0.33405172413793105,54.36666666666667,15.466666666666667,24.8,5.166666666666667,0.4561618638871858,1985,25.8,18.03333333333333,0.6989664082687339,10,2.0,,2020,0.115,107.5,12.066666666666665,3.1666666666666665,21.2,0.33805031446540884,57.93333333333333,21.2,24.0,7.166666666666668,0.4142692750287687,24.5,16.1,0.6571428571428573,14.233333333333333,21.73333333333333,71.26666666666667,9.7,17.4,95.2,12.966666666666667,20.733333333333334,72.8,16,8.0,S Carolina St,19.466666666666665,20,0.0,,0.6666666666666666,1.0,0.75,9,0.0,0,-0.050000000000000044,-0.6666666666666666
