TeamID,TeamName,FirstD1Season,LastD1Season,Season,adjd,adjemn,adjo,adjt,Ast,Blk,DR,FG3P,FGA,FGA3,FGM,FGM3,FGP,FTA,FTM,FTP,L,L_tourney,luck,oppds,opponent_Ast,opponent_Blk,opponent_DR,opponent_FG3P,opponent_FGA,opponent_FGA3,opponent_FGM,opponent_FGM3,opponent_FGP,opponent_FTA,opponent_FTM,opponent_FTP,opponent_OR,opponent_PF,opponent_Score,opponent_Stl,opponent_TO,oppos,OR,PF,Score,Seed,Stl,TO,W,W_tourney,WP,WP_5
1101,Abilene Chr,2014,2020,2014,117.3,13.38,94,63.2,10,1.4761904761904763,20.333333333333332,0.37333333333333335,50.142857142857146,17.857142857142858,20.333333333333332,6.666666666666667,0.4055080721747388,21.19047619047619,15.80952380952381,0.7460674157303371,19,3,-0.045,107.4,15.571428571428571,5,24.095238095238095,0.37058823529411766,53.42857142857143,16.19047619047619,27.142857142857142,6,0.5080213903743315,25.80952380952381,18.333333333333332,0.7103321033210331,10.380952380952381,18.666666666666668,78.61904761904762,7,12.142857142857142,104.7,8,21.571428571428573,63.142857142857146,NA,5.761904761904762,15,2,0,0.09523809523809523,0
1101,Abilene Chr,2014,2020,2015,113.8,-1.93,93.2,63.8,11.857142857142858,1.1785714285714286,19.642857142857142,0.378026070763501,52.92857142857143,19.178571428571427,21.428571428571427,7.25,0.40485829959514164,14.964285714285714,10.892857142857142,0.7279236276849642,21,2,-0.003,108,12.928571428571429,4.25,25.892857142857142,0.3696581196581197,50.857142857142854,16.714285714285715,25.035714285714285,6.178571428571429,0.4922752808988764,22.714285714285715,15.607142857142858,0.6871069182389937,10.035714285714286,16.535714285714285,71.85714285714286,5.857142857142857,13.464285714285714,102,8.25,20.607142857142858,61,NA,5.928571428571429,12.821428571428571,7,0,0.25,0.2
1101,Abilene Chr,2014,2020,2016,112.3,-0.96,97.1,67.8,12.88888888888889,2.4444444444444446,22.51851851851852,0.36345776031434185,53.925925925925924,18.85185185185185,23.814814814814813,6.851851851851852,0.4416208791208791,21.74074074074074,15.37037037037037,0.706984667802385,18,1,0.025,109.2,12.851851851851851,3.2962962962962963,25.22222222222222,0.3691931540342298,53.666666666666664,15.148148148148149,26.48148148148148,5.592592592592593,0.49344375431331955,24.962962962962962,17.703703703703702,0.7091988130563798,8.592592592592593,19.666666666666668,76.25925925925925,5.111111111111111,13.444444444444445,101.4,8.185185185185185,22.37037037037037,69.85185185185185,NA,6.7407407407407405,13.407407407407407,9,0,0.3333333333333333,0.4
1101,Abilene Chr,2014,2020,2017,108.8,1.15,97,65.8,13.6,2.76,22.88,0.37106918238993714,53.32,19.08,24.44,7.08,0.458364591147787,18.56,11.92,0.6422413793103449,16,1,0.049,107.6,13.6,3.16,25.04,0.36122448979591837,53.68,19.6,24.84,7.08,0.46274217585692995,23.8,15.88,0.6672268907563025,10.64,17.24,72.64,6.04,14.8,101.7,7.56,22.16,67.88,NA,7,14.48,9,1,0.36,0.4
1101,Abilene Chr,2014,2020,2018,106.8,-3.16,98.2,68.6,13.88888888888889,3.6296296296296298,23.22222222222222,0.32467532467532473,56.48148148148148,19.962962962962962,25.51851851851852,6.481481481481482,0.4518032786885246,18.666666666666668,13.148148148148149,0.7043650793650793,15,5,0.014,107.8,12.037037037037036,2.925925925925926,25.037037037037038,0.3358348968105066,54.2962962962963,19.74074074074074,24.77777777777778,6.62962962962963,0.456343792633015,23.444444444444443,16.62962962962963,0.7093206951026857,9.925925925925926,17.666666666666668,72.81481481481481,6.518518518518518,15.481481481481481,101.3,9.037037037037036,21.037037037037038,70.66666666666667,NA,7.148148148148148,14.407407407407407,12,0,0.4444444444444444,0.2
1101,Abilene Chr,2014,2020,2019,102,-4.75,103.4,66.1,14.620689655172415,2.5517241379310347,22.896551724137932,0.38321167883211676,55.241379310344826,18.896551724137932,25.344827586206897,7.241379310344827,0.45880149812734083,19.06896551724138,13.793103448275861,0.7233273056057865,6,1,0.123,108.7,11.10344827586207,2.9655172413793105,23.75862068965517,0.33467741935483875,51.13793103448276,17.103448275862068,22.482758620689655,5.724137931034483,0.4396493594066082,19.655172413793103,14.206896551724139,0.7228070175438597,8.827586206896552,18.06896551724138,64.89655172413794,5.551724137931035,15.724137931034482,100,9.068965517241379,19.137931034482758,71.72413793103448,15,8,11.655172413793103,23,0,0.7931034482758621,1
1102,Air Force,1985,2020,2003,104,-6.08,105.2,52.9,13,1.7857142857142858,16.821428571428573,0.3756432246998284,39.785714285714285,20.821428571428573,19.142857142857142,7.821428571428571,0.48114901256732495,17.107142857142858,11.142857142857142,0.6513569937369519,16,7,-0.074,102.1,9.142857142857142,1.5714285714285714,20.142857142857142,0.382183908045977,42.42857142857143,12.428571428571429,19.285714285714285,4.75,0.4545454545454545,19.25,13.678571428571429,0.7105751391465678,9.607142857142858,18.357142857142858,57,5.428571428571429,12.964285714285714,104.1,4.178571428571429,18.75,57.25,NA,5.964285714285714,11.428571428571429,12,1,0.42857142857142855,0.2
1102,Air Force,1985,2020,2004,96,-10.49,111.4,51.9,13.25,2.357142857142857,15.357142857142858,0.3810289389067524,42.035714285714285,22.214285714285715,20.285714285714285,8.464285714285714,0.4825828377230246,15.714285714285714,11.142857142857142,0.7090909090909091,6,1,0.025,102.8,8.321428571428571,1.75,18.535714285714285,0.2870967741935484,40.357142857142854,11.071428571428571,18.142857142857142,3.1785714285714284,0.4495575221238938,15.321428571428571,10.964285714285714,0.7156177156177156,9.285714285714286,18.107142857142858,50.42857142857143,4.464285714285714,16.428571428571427,103.3,6.142857142857143,16.642857142857142,60.17857142857143,11,7.785714285714286,10.785714285714286,22,3,0.7857142857142857,0.6
1102,Air Force,1985,2020,2005,98.9,-1.5,112.2,54.3,13.655172413793103,1.7241379310344827,15.413793103448276,0.3644067796610169,47.724137931034484,24.413793103448278,21.413793103448278,8.89655172413793,0.4486994219653179,13.068965517241379,9.517241379310345,0.7282321899736148,12,7,-0.084,101.8,8.89655172413793,2.206896551724138,20.79310344827586,0.3405572755417957,40.03448275862069,11.137931034482758,19.20689655172414,3.793103448275862,0.4797588285960379,18.137931034482758,12.931034482758621,0.7129277566539924,8.620689655172415,16.310344827586206,55.13793103448276,4.689655172413793,16.482758620689655,104.4,7.620689655172414,16.482758620689655,61.241379310344826,NA,8.793103448275861,10.068965517241379,17,1,0.5862068965517241,0.6
1102,Air Force,1985,2020,2006,98.3,-6.63,113.2,54.7,14.178571428571429,2.107142857142857,17.785714285714285,0.39703459637561783,45.57142857142857,21.678571428571427,21.928571428571427,8.607142857142858,0.48119122257053293,14.785714285714286,11.035714285714286,0.7463768115942029,6,2,-0.001,102.2,10.142857142857142,2.607142857142857,19.035714285714285,0.3269689737470167,45.82142857142857,14.964285714285714,19.785714285714285,4.892857142857143,0.4318004676539361,13.857142857142858,10.107142857142858,0.729381443298969,10.214285714285714,15.857142857142858,54.57142857142857,4.142857142857143,14.964285714285714,102.8,6.785714285714286,15.392857142857142,63.5,13,8,10.928571428571429,22,1,0.7857142857142857,0.8
