TeamID,TeamName,FirstD1Season,LastD1Season,Season,Seed,W,L,WP_5,Score,opponent_Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,opponent_FGM,opponent_FGA,opponent_FGM3,opponent_FGA3,opponent_FTM,opponent_FTA,opponent_OR,opponent_DR,opponent_Ast,opponent_TO,opponent_Stl,opponent_Blk,opponent_PF,FGP,FG3P,FTP,opponent_FGP,opponent_FG3P,opponent_FTP,WP
1101,Abilene Chr,2014,2020,2019,15,23,6,1,71.72413793103448,64.89655172413794,25.344827586206897,55.241379310344826,7.241379310344827,18.896551724137932,13.793103448275861,19.06896551724138,9.068965517241379,22.896551724137932,14.620689655172415,11.655172413793103,8,2.5517241379310347,19.137931034482758,22.482758620689655,51.13793103448276,5.724137931034483,17.103448275862068,14.206896551724139,19.655172413793103,8.827586206896552,23.75862068965517,11.10344827586207,15.724137931034482,5.551724137931035,2.9655172413793105,18.06896551724138,0.45880149812734083,0.38321167883211676,0.7233273056057865,0.4396493594066082,0.33467741935483875,0.7228070175438597,0.7931034482758621
1102,Air Force,1985,2020,2004,11,22,6,0.6,60.17857142857143,50.42857142857143,20.285714285714285,42.035714285714285,8.464285714285714,22.214285714285715,11.142857142857142,15.714285714285714,6.142857142857143,15.357142857142858,13.25,10.785714285714286,7.785714285714286,2.357142857142857,16.642857142857142,18.142857142857142,40.357142857142854,3.1785714285714284,11.071428571428571,10.964285714285714,15.321428571428571,9.285714285714286,18.535714285714285,8.321428571428571,16.428571428571427,4.464285714285714,1.75,18.107142857142858,0.4825828377230246,0.3810289389067524,0.7090909090909091,0.4495575221238938,0.2870967741935484,0.7156177156177156,0.7857142857142857
1102,Air Force,1985,2020,2006,13,22,6,0.8,63.5,54.57142857142857,21.928571428571427,45.57142857142857,8.607142857142858,21.678571428571427,11.035714285714286,14.785714285714286,6.785714285714286,17.785714285714285,14.178571428571429,10.928571428571429,8,2.107142857142857,15.392857142857142,19.785714285714285,45.82142857142857,4.892857142857143,14.964285714285714,10.107142857142858,13.857142857142858,10.214285714285714,19.035714285714285,10.142857142857142,14.964285714285714,4.142857142857143,2.607142857142857,15.857142857142858,0.48119122257053293,0.39703459637561783,0.7463768115942029,0.4318004676539361,0.3269689737470167,0.729381443298969,0.7857142857142857
1103,Akron,1985,2020,2009,13,22,12,0.8,66.41176470588235,60.5,22.58823529411765,54.26470588235294,7.117647058823529,21.61764705882353,14.117647058823529,19.735294117647058,11.735294117647058,21.352941176470587,12.117647058823529,13.735294117647058,7.647058823529412,2.264705882352941,20.61764705882353,20.08823529411765,49.76470588235294,4.823529411764706,16.441176470588236,15.5,22.41176470588235,12.147058823529411,22.264705882352942,9.764705882352942,17.61764705882353,7.529411764705882,2.3823529411764706,18.88235294117647,0.416260162601626,0.3292517006802721,0.7153502235469449,0.4036643026004728,0.29338103756708406,0.6916010498687665,0.6470588235294118
1103,Akron,1985,2020,2011,15,22,12,0.8,69.97058823529412,66.32352941176471,24.58823529411765,57.205882352941174,7.882352941176471,21.88235294117647,12.911764705882353,18.235294117647058,10.058823529411764,24.205882352941178,14.352941176470589,12.029411764705882,6.4411764705882355,3.411764705882353,19.235294117647058,23.352941176470587,56,5.411764705882353,17,14.205882352941176,21.41176470588235,11.970588235294118,25.294117647058822,11.882352941176471,13.941176470588236,5.970588235294118,2.323529411764706,18.235294117647058,0.4298200514138818,0.3602150537634409,0.7080645161290323,0.41701680672268904,0.31833910034602075,0.6634615384615384,0.6470588235294118
1103,Akron,1985,2020,2013,12,25,6,0.6,71.93548387096774,62.25806451612903,25.774193548387096,56.935483870967744,6.935483870967742,20.870967741935484,13.451612903225806,20.93548387096774,13.03225806451613,24.774193548387096,15,13.741935483870968,7.129032258064516,5.580645161290323,18,21.548387096774192,54.903225806451616,5.225806451612903,16.225806451612904,13.935483870967742,19.483870967741936,10.709677419354838,21.322580645161292,10.870967741935484,13.806451612903226,6.967741935483871,3.064516129032258,18.967741935483872,0.4526912181303116,0.3323029366306028,0.6425269645608629,0.3924794359576968,0.32206759443339955,0.7152317880794702,0.8064516129032258
1104,Alabama,1985,2020,2002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,Alabama,1985,2020,2003,10,17,11,0.4,69.28571428571429,65,24.035714285714285,57.17857142857143,6.357142857142857,19.857142857142858,14.857142857142858,20.928571428571427,13.571428571428571,23.928571428571427,12.107142857142858,13.285714285714286,6.607142857142857,3.7857142857142856,18.035714285714285,23.25,55.5,6.357142857142857,19.142857142857142,12.142857142857142,17.142857142857142,10.892857142857142,22.642857142857142,11.678571428571429,13.857142857142858,5.535714285714286,3.1785714285714284,19.25,0.42036227357901307,0.3201438848920863,0.7098976109215018,0.4189189189189189,0.332089552238806,0.7083333333333334,0.6071428571428571
1104,Alabama,1985,2020,2004,8,17,12,0.6,72.20689655172414,67.44827586206897,24.896551724137932,55,7.137931034482759,18.620689655172413,15.275862068965518,21.862068965517242,11.310344827586206,24,11.862068965517242,13.275862068965518,6.448275862068965,3.103448275862069,18.344827586206897,23.275862068965516,55.93103448275862,7.275862068965517,20.862068965517242,13.620689655172415,19.482758620689655,11.517241379310345,22.103448275862068,11.344827586206897,13.448275862068966,5,3.413793103448276,20.17241379310345,0.4526645768025079,0.38333333333333336,0.6987381703470031,0.4161528976572133,0.34876033057851236,0.6991150442477877,0.5862068965517241
1104,Alabama,1985,2020,2005,5,23,7,0.6,75.43333333333334,64.83333333333333,25.366666666666667,52.666666666666664,7.633333333333334,19.566666666666666,17.066666666666666,23.266666666666666,10.233333333333333,26.466666666666665,13.833333333333334,12.666666666666666,5.2,4.433333333333334,14.733333333333333,24.1,59.56666666666667,7.166666666666667,20,9.466666666666667,14.566666666666666,11.533333333333333,20.233333333333334,12.333333333333334,11.6,5.833333333333333,2.1,19.866666666666667,0.4816455696202532,0.3901192504258944,0.7335243553008596,0.40458869613878007,0.35833333333333334,0.6498855835240275,0.7666666666666667
